text,class
aquarelle,category
orange (maurice),author
allori (d'apres),author
fasolo (attribue a j.-b.),author
gaillard,author
mogos,author
schall (attribue a),author
"sigriste
(g.)",author
gravures aquarelles - peinture,category
sain (edouard,author
"hotel drouot, salle ndeg 12
vente du lundi 28 decembre 1942",noise
supplement au catalogue,noise
objets varies verrerie - glaces - sculptures,category
de m. t...,noise
prud'hon (d'apres,author
santerre (d'apres),author
"aquarelles - dessins - gouaches
fixe",category
mader (georg),author
maglin (firmin,author
navlet (victor,author
serres (leopold,author
violet (pierre,author
zimmermann,author
ecole francaise (xviii* siecle,ecole
dnise xixdeg siecleecole francaise (xixdeg siecle,ecole
ecole italienne (xix(r) siecle),ecole
febvre (e.,author
fesneau,author
grenet,author
maglin ( firmin),author
maglin (firmin),author
(firmin),noise
maglin ( firmin,author
navlet (victor),author
nickels (emile),author
ivoires - etains - bronzes,category
"broderies - etoffes
tapis d'orient",category
ecole francaise (fin xviiie siecle),ecole
destugue (?),author
alizon (a.,author
blondeau (gaston,author
claude (maxime,author
courtois (gustave,author
cousin (charles),author
de couchebriesse (?,author
delpy (camille),author
haquette (georges,author
hoffmann (gaston,author
jeannin (georges,author
le poittevin (louis),author
moncourt (albert de,author
rouby (alfred,author
schenck (august),author
signoret (c.),author
tysgat (l.),author
van de ellens,author
ecole flamande (d'apres l'),author
van bloemen (attr. a jan frans),author
david (genre de,author
van everdingen (d'apres,author
teniers (suite de,author
"objets divers - porcelaines
bronzes - cloisonnes",category
"d'ecrivains, d'artistes dramatiques et lyriques,
de peintres, d'hommes politiques, etc.",category
"livres anciens
et modernes",category
ecole flamande (fin du xviideg siecle,ecole
ecole italienne (fin du xviideg siecle,ecole
loris,author
"objets varies verrerie - argenterie - glace
instruments de musique",category
"tapis d'orient de la savonnerie et d'aubusson
tentures",category
ceramique objets varies - decoration,category
boites - miniatures,category
sculptures glace - paravent,category
"etoffes - rideaux
tapis d'orient",category
greuze (j.-b.). d'apres amua upas,author
huet (j.-b.) d'apres,author
monnet (c.) d'apres,author
bail (franck),author
ecole hollandaises,ecole
graterollei,author
innoncenti,author
larnoy (jean),author
pecrus,author
penne (01 de),author
ribot (t.),author
objeis d'art - bronzes suviuslustres - appliques,category
"fourrures - bijoux
argenterie",category
chevalard,author
de dreux (attribue a alfred,author
guillauminet,author
okolowicz,author
etsuke,category
netsuke en bois et laque,category
vases peints,category
verres irises,category
miniatures persanes,category
aelst (willem van) delft 1626 + 1683 amsterdam,author
beest (sybrand van) vers 1610 + 1674 amsterdam,author
"boursse (esaias)
amsterdam 1631 + 1672 aux indes",author
"brea (ludovic)
ecole nicoise 1493 + 1516",author
"canaletto (antonio)
venise 1697 + 1768",author
capelle (jan van deamsterdam 1624 + 1679,author
ceulen (cornelis-janssens ou jonson vanlondres 1593 + 1664 amsterdam,author
gillot (attribues a claudedeux pendants,author
hals (dirk) haarlem 1591 +1656,author
"heem (cornelis de)
leyde 1631 + 1695 anvers",author
"herp (willem van)
anvers 1614 + 1676",author
"v. a. ecole flamande (xviii siecle)
deux pendants",author
mieris (attribue a frans le vieux,author
mieris (attribues a willem vandeux pendants,author
neefs (peeteranvers xviie siecle,author
neer (ecole de aart van der,author
ostade (attribue a isaac van,author
ostade (attribue a adrien van),author
patel (antoine-pierre le jeuneparis 1648 ou 1653 - 1705 paris,author
"piranesi (giovanni-battista)
venise 1720 + 1778 rome",author
rosa (salvator) renella 1615 + 1673 rome,author
steen (maniere de jan,author
thielen (jean-philips van) malines 1618 + 1667 boisschot,author
velde (adrien van deramsterdam 1636 + 1672,author
velde (ecole de esaias van de,author
"zeeman (regnier nooms dit)
amsterdam vers 1623 + 1668",author
zyl (gerard pieters van) leyde ou amsterdam 1619 + 1665 amsterdam,author
"ceramiques - bronzes
argenterie",category
callot (attribue a jacques),author
"ekels le vieux
(jan) amsterdam 1724 + 1781",author
loo (ecole de jean-baptiste),author
epoque tao-kuang et posterieures,author
objets de vitrines et objets divers,category
beauvarlet (j.),author
binet (d'apres l.,author
castel (h.),author
debucourt (p. l.),author
green (v.,author
lante (d'apres l.-m.),author
levilly (j.-p.,author
queverdo (d'apres f.-m.),author
theatre (pieces relatives au,category
vander meulen (d'apres a.-f.),author
bertall,author
capelle,author
casadavant,author
delaunay (p.,author
deverin,author
dubois,author
"ecole francaise
5",ecole
gardner (elisabeth,author
girard (p.,author
guilloux,author
"bronzes d'art
et d'ameublement cuivres - etains",category
"tapis - tentures
tapisserie",category
blanchet (d'apres),author
caresme (d'apres j.-p.,author
de machy (d'apres p.-a.),author
donas,author
gerard (d'apres mlle,author
kauffmann (d'apres auguste),author
wheatley (d'apres f.),author
dessins et tableaux,category
boucher (francois(paris 1703-1770),author
"pater (joseph)
(valenciennes 1495-1736)",author
"trinquesse (louis(paris, xviiie siecle)",author
"bellini (attribue a giovanni(venise, 1426-1516)",author
"breughel de velours et van balen (attribue a(bruxelles, 1458.; anvers, 1525)",author
"bruandet (lazare)
(paris, 1755-1804)",author
"van
coninxloo (gillis van) (anvers, 1544 ; amsterdam, 1607)",author
delacroix (eugene) (attribue a(saint-maurice 1798. -- paris 1863),author
desportes (ecole de(fin du xviie siecle),author
"drolling (martin)
(colmar, 1752 ; paris, 1817",author
"ducreux (joseph)
(nancy, 1737 ; paris, 1802",author
"ecole anglaise
(xvie siecle)",ecole
"ecole francaise
(vers 1550)",ecole
"ecole francaise
(vers 1820)",ecole
"ecole francaise
(vers 1810)",ecole
"ecole italienne
(debut du xviiie siecle)",ecole
"ecole de l'italie du nord
(debut du xve siecle)",author
"francken (frans le jeune)
(anvers, 1581-1642)",author
"hondeceter (melchior)
(utrecht, 1836; amsterdam, 1695)",author
fragonard (attribue a jean-honore),author
ostade (ecole d'isaac,author
"pannini (ecole de)
(xviiie siecle)",author
"isz
pourbus (attribue a pieter jansz)
(gouda,. 1510 ; bruges, 1584)",author
pourbus (attribue a...(xvie siecle),author
"ravenstein (attribue a j.-a. van)
(1572-1657)",author
reni (ecole de guido(xviie siecle),author
"uden (lucas van)
(anvers, 1595-1672",author
"utrecht (adriaen van(anvers, 1599-1652)",author
"valkenburg (martin van)
(malines, 1582-1604)",author
"vidal (l.)
(marseille (?), 1754)",author
"sculptures - luminaires
objets divers",category
durer (albert),author
rembrandt van rijn,author
alix (p.-m.),author
canot (p.),author
coypel (a.) (d'apres,author
kauffmann (ang.) (d'apres),author
ecole bolonaise (debut du xviie siecle,ecole
ecole florentine (xvie siecle,author
ecole francaise (fin xvie siecle,ecole
ecole francaise (debut xviiie siecle),ecole
ecole francaise (fin xviiie siecle,ecole
ecole italienne (fin xviie siecle),ecole
ecole italienne (debut xixe siecle),ecole
ecole suisse (xvie siecle,ecole
auvrest,author
boscoli (attr. a andrea),author
boucher (suite de,author
cambiaso (luca,author
carrache (attr. a ludovico),author
chiari (giuseppe,author
clerisseau (attr. a),author
coypel (attr. a),author
"dyck (ecole de van)
a",author
gillot (ecole de claude),author
"guerchin (attr. a barbieri, dit le)",author
lancret (ecole de),author
lantara (suite de),author
"leoni (ottavio, dit le padouan",author
lesueur (eustache,author
liotard (attr. a jean-etienne),author
marillier (attr. a),author
natoire (charles-joseph),author
portail (attr. a),author
girardet (edouard),author
philippoteaux (emmanuel),author
bonhomme (francois,author
cheret (genre de,author
courant (maurice,author
delierre (auguste),author
duban (felix,author
granville (genre de,author
gericault (attr. a theodore),author
manzana,author
raffet (auguste-marie),author
robaudi (alcite,author
ecole hollandaise (fin xviie siecle),ecole
avercamp (ecole de hendrick van,author
bassano (ecole de),author
brauwer (genre de),author
brauwer (ecole d'adrian),author
eeckhout (jacobus-joseph,author
hoogh (ecole de pieter de,author
leys (baron hendrick,author
lint (hendrik van),author
molenaer (ecole de),author
pantoja de la cruz (attr. a juan),author
diaz (ecole de,author
dupray (henry-louis,author
dufeu (e.),author
girardet (eugene-alexis,author
lambinet (eugene),author
le sidaner (henri-eugene),author
richard (theodore,author
timmermans (louis,author
"tableaux
gravures",category
willette (d'apres,author
bakalowicz,author
delmar,author
"tapis
-
rideaux",category
ceramique ivoires - objets varies,category
objets de vitrine miniatures - boites,category
bronzes - pendule,category
"cadres - glaces
sculptures",category
allonge (a.,author
boilly (j.),author
boulanger (g.),author
charpentier,author
dartan (e.),author
daubigny (karl),author
dierx (l.),author
ferret,author
michel (a.,author
oudinot,author
pelouse (g.,author
richomme (j.),author
faience - porcelaine objets varies - sculpture,category
meubles & sieges,category
delhumeau,author
friand,author
"colliers - pendentifs
sautoirs",category
barrettes et broches,category
bracelets-montres fashid au montres hanno,category
"dessins - gravures - estampes
tableaux",category
ceramique - pierres dures,category
"aquarelles - gouaches
dessins - gravures
a",category
bloomfield (h.,author
gus bofa,author
daragnes,author
deluc (g.,author
deveze,author
ferat,author
fremont,author
fuentes,author
goeneutte (norbert,author
herbo,author
livitzka,author
maldere (raoul van,author
henri matisse,author
rendon,author
roerttge (a.),author
segonzac (a. dunoyer de),author
weibel,author
babin (elisabeth,author
bauchant (a.,author
beron,author
besset,author
bischoff,author
boye (abel),author
chiltian,author
crotti,author
cyr (georges,author
degorce,author
dezire,author
pierre dumont,author
frelezeau,author
gir (ch.,author
geneutte (norbert,author
gounaro (g.),author
hebuterne,author
jouve (paul,author
jundt,author
khmeluk,author
koch (ludwig,author
kono (m.,author
le fauconnier,author
lobre (m.,author
metzinger,author
paeles,author
pelez (f.,author
prat (loys),author
puech,author
ranvier-chartier,author
renot,author
rockline (vera,author
severini,author
tassaert (o.,author
trochain,author
tullat (luc,author
val,author
vigon,author
brancaccio,author
cain (georges,author
compard (emile,author
dupendant,author
flameng (auguste,author
geroldseck,author
mangin (francesca,author
perugin (ecole du),author
poelenburgh (attribue a cornelis van,author
romani (juana,author
waal (attribue a cornelis,author
zucarelli (attribue a),author
"ivoires - argenterie
objets divers",category
"tapisserie verdure
tapis d'orient et d'aubusson",category
pastels anciens & modernes,category
ecole francaise (18deg siecle),ecole
ecole francaise (18deg siecle,ecole
"to tableaux anciens & modernes
stria",category
castiglione (g.),author
2014 champaigner (ecole de philippe de),author
"ecole francaise
(18deg siecle)",ecole
"ecole italienne
(18deg siecle)",ecole
"haudebourg-lescot
(attribue a mme hortense)",author
"lancret
(d'apres nicolas)",author
taraval - 03 (attribue a hugues),author
poussin (d'apres),author
mouillard (lucien)'ik v stue,author
teniers (genre de),author
girodet (d'apres,author
ecole italienne (17deg siecle,ecole
ecole francaise (19e siecle),ecole
brisgand,author
laurent (ernest),author
valton (e.),author
boudin (g.,author
coypez (d'apres,author
perugin (ecole du,author
snyders (ecole de,author
decoration peinte,category
"objets varies ivoires - cuir - laques - lustre - cloisonnes - pendules - mappemonde
et globe celeste",category
gravure de course,noise
adam (victor),author
bourdin (e.,author
carle vernet (attribue a),author
carle vernet,author
charpentier (eugene),author
delacroix (attribue a f.,author
de dreux (attribue a a.,author
de penne (attribue a olivier,author
devaille (charles,author
panini (genie de,author
dupre (attribue a j.,author
gredation,author
lawis brown (attribue a john),author
lepaulle (f.-g.,author
swebach (attribue a),author
swebach (attribue a,author
velasquez (attribue a),author
veyrassat (attribue a j.,author
yung (charles,author
icone (travail russe,author
grande icone (travail russe,author
bijou,category
"objets de vitrine
porcelaines",category
ceramique - miniatures boites - objets varies,category
sculptures - glaces ecrans - paravent,category
tapisseries - anciennes,category
"objets varies
bois sculptes - glaces
objets de vitrines",category
et d'ameublement,category
pendules - appareils d'eclairage,category
ceramiques du japon et de la coree,category
pierre sculptee,category
"61_39_volte sb teda nie odds
statuettes & netsukes en ivoire morse & os sculptes
de la chine et du japon",category
"laques et bois incrustes de la chine, de l'indochine
et du japon",category
bronzes et emaux de la chine et du japon,category
parures,category
"broches - barrettes
et pendentifs",category
"sautoirs - bracelets
montres",category
"bronzes - argenterie
objets varies
vino
stara",category
at 122 deux 121 et 122 deux meubles,category
etoffes - dentelle,category
e. boudin,author
f. chaigneau,author
n. diaz,author
e. clary,author
victor gilbert,author
larnoy (jean,author
j.f. millet,author
morillon,author
"porcelaine - faience objets d'art - bronzes lustres - appliques
020
sala side 19 animo ob 2535",category
"e
metal - argenterie - bijoux
linge e table",category
"sieges & meubles
c kugundusiveoo",category
"tapis
'orient - tapisserie",category
biddlecombe (walter),author
bretagne,author
cagnard,author
ceramano,author
dyck (ecole de anton van,author
nickels (e.),author
raphael (d'apresy,author
pachat edda,author
objets varies bai --- faiences - porcelaines,category
barbizon (ecole de,author
altmann (alexandre),author
cyr (a.),author
halphen (albert-louis),author
johannot (alfred),author
perinet (louis),author
robellaz (emile),author
robert (a.,author
sauvage (paul,author
sporck maurice,author
weber (otto),author
yon (edmond),author
ecole francaise (fin xviie siecle),ecole
ecole francaise (xyille siecle,ecole
ecole italienne (debut xviiie siecle),ecole
"b
monnoyer (attr. a j.-b.)",author
murillo (attr. a esteban),author
saint-aubin (genre de),author
